White Pawns,Black Pawns,White Knights,Black Knights,White Bishops,Black Bishops,White Rooks,Black Rooks,White Queens,Black Queens,Turn,Is Check,Full Move Number,Halfmove Clock,Total Legal Moves,Is Stalemate,Insufficient Material,Threefold Repetition,Fifty Move Rule,Label
6,6,1,1,1,1,2,1,0,1,0,0,42,1,32,0,0,0,0,0
6,6,1,1,1,1,2,1,0,1,1,0,43,2,34,0,0,0,0,0
6,6,1,1,1,1,2,1,0,1,0,0,43,0,33,0,0,0,0,0
6,6,1,1,1,1,2,1,0,1,1,0,44,1,36,0,0,0,0,0
6,6,1,1,1,1,2,1,0,1,0,0,44,2,31,0,0,0,0,0
6,6,1,1,1,1,2,1,0,1,1,1,45,3,5,0,0,0,0,0
6,6,1,1,1,1,2,1,0,1,0,0,45,0,36,0,0,0,0,0
6,6,1,1,1,1,2,1,0,1,1,0,46,1,30,0,0,0,0,0
5,6,1,1,1,1,3,1,0,1,0,0,46,0,32,0,0,0,0,0
5,6,1,1,1,1,3,1,0,1,1,0,47,1,33,0,0,0,0,0
5,6,1,1,1,1,3,1,0,1,0,0,47,2,28,0,0,0,0,0
5,6,1,1,1,1,3,1,0,1,1,0,48,0,32,0,0,0,0,0
5,6,1,1,1,1,3,1,0,1,0,0,48,1,28,0,0,0,0,0
5,6,1,1,1,1,3,1,0,1,1,0,49,2,36,0,0,0,0,0
5,6,1,1,1,1,3,0,0,1,0,1,49,0,3,0,0,0,0,0
5,6,1,1,1,1,3,0,0,1,1,0,50,1,41,0,0,0,0,0
5,6,1,1,1,1,3,0,0,1,0,1,50,2,4,0,0,0,0,0
5,6,1,1,1,1,3,0,0,1,1,0,51,3,40,0,0,0,0,0
5,6,1,1,1,1,3,0,0,1,0,0,51,4,17,0,0,0,0,0
5,6,1,1,1,1,3,0,0,1,1,0,52,0,41,0,0,0,0,0
5,6,1,1,1,1,3,0,0,1,0,0,52,0,18,0,0,0,0,0
5,6,1,1,1,1,3,0,0,1,1,0,53,1,42,0,0,0,0,0
5,6,1,1,1,1,3,0,0,1,0,0,53,2,19,0,0,0,0,0
5,6,1,1,1,1,3,0,0,1,1,0,54,3,43,0,0,0,0,0
5,6,1,1,1,1,3,0,0,1,0,0,54,4,17,0,0,0,0,0
5,6,1,1,1,1,3,0,0,1,1,0,55,0,39,0,0,0,0,0
5,6,1,1,1,1,3,0,0,1,0,0,55,1,17,0,0,0,0,0
5,6,1,1,1,1,3,0,0,1,1,0,56,2,44,0,0,0,0,0
5,5,1,1,1,1,3,0,0,1,0,0,56,0,20,0,0,0,0,0
5,5,1,1,1,1,3,0,0,1,1,0,57,1,42,0,0,0,0,0
5,5,1,1,1,1,3,0,0,1,0,0,57,2,30,0,0,0,0,0
5,5,1,1,1,1,2,0,0,1,1,0,58,0,38,0,0,0,0,0
5,5,1,1,1,1,2,0,0,1,0,0,58,1,24,0,0,0,0,0
5,5,1,1,1,1,2,0,0,1,1,1,59,0,5,0,0,0,0,0
5,4,1,1,1,1,2,0,0,1,0,0,59,0,23,0,0,0,0,0
5,4,1,1,1,1,2,0,0,1,1,0,60,1,38,0,0,0,0,0
5,4,1,1,1,1,2,0,0,1,0,0,60,2,18,0,0,0,0,0
5,4,1,1,1,1,2,0,0,1,1,0,61,3,34,0,0,0,0,0
5,4,1,1,1,1,2,0,0,1,0,0,61,4,22,0,0,0,0,0
5,4,1,1,1,1,2,0,0,1,1,0,62,5,39,0,0,0,0,0
5,4,1,1,1,1,2,0,0,1,0,0,62,6,17,0,0,0,0,0
5,4,1,1,1,1,2,0,0,1,1,0,63,7,35,0,0,0,0,1
5,4,1,1,1,1,2,0,0,1,0,0,63,8,24,0,0,0,0,0
5,4,1,1,1,1,2,0,0,1,1,0,64,9,34,0,0,0,0,0
5,4,1,1,1,1,2,0,0,1,0,0,64,10,18,0,0,0,0,0
5,4,1,1,1,1,2,0,0,1,1,0,65,11,36,0,0,0,0,0
5,4,1,1,1,1,2,0,0,1,0,0,65,12,23,0,0,0,0,0
5,4,1,1,1,1,2,0,0,1,1,0,66,13,33,0,0,0,0,0
5,4,1,1,1,1,2,0,0,1,0,0,66,14,22,0,0,0,0,0
5,4,1,1,1,1,2,0,0,1,1,0,67,15,33,0,0,0,0,0
5,4,1,1,1,1,2,0,0,1,0,0,67,16,22,0,0,0,0,0
5,4,1,1,1,1,2,0,0,1,1,0,68,17,35,0,0,0,0,0
5,4,1,1,1,1,2,0,0,1,0,0,68,18,25,0,0,0,0,1
5,4,1,1,1,1,2,0,0,1,1,0,69,19,37,0,0,0,0,0
5,4,1,1,1,1,2,0,0,1,0,0,69,20,23,0,0,0,0,0
5,4,1,1,1,1,2,0,0,1,1,0,70,21,34,0,0,0,0,0
5,4,1,1,1,1,2,0,0,1,0,0,70,22,25,0,0,0,0,0
5,4,1,1,1,1,2,0,0,1,1,0,71,23,33,0,0,0,0,0
5,4,1,1,1,1,2,0,0,1,0,0,71,24,16,0,0,0,0,0
5,4,1,1,1,1,2,0,0,1,1,0,72,25,28,0,0,0,0,0
5,4,1,1,1,1,2,0,0,1,0,0,72,26,18,0,0,0,0,0
5,4,1,1,1,1,2,0,0,1,1,0,73,27,26,0,0,0,0,0
5,4,1,1,1,1,2,0,0,0,0,0,73,0,13,0,0,0,0,0
5,4,1,1,1,1,2,0,0,0,1,0,74,1,28,0,0,0,0,0
5,4,1,1,1,1,2,0,0,0,0,0,74,2,15,0,0,0,0,0
4,4,1,1,1,1,2,0,0,0,1,0,75,0,31,0,0,0,0,0
4,4,1,1,1,1,2,0,0,0,0,0,75,1,13,0,0,0,0,0
4,4,1,1,1,1,2,0,0,0,1,0,76,2,35,0,0,0,0,0
4,4,1,1,1,1,2,0,0,0,0,0,76,3,13,0,0,0,0,0
4,4,1,1,1,1,2,0,0,0,1,0,77,4,32,0,0,0,0,0
4,4,1,1,1,1,2,0,0,0,0,0,77,5,12,0,0,0,0,0
4,4,1,1,1,1,2,0,0,0,1,1,78,6,4,0,0,0,0,0
4,4,1,1,1,1,2,0,0,0,0,0,78,7,15,0,0,0,0,0
4,4,1,1,1,1,2,0,0,0,1,0,79,8,23,0,0,0,0,0
4,4,1,1,1,1,2,0,0,0,0,0,79,9,14,0,0,0,0,0
4,4,1,1,1,1,2,0,0,0,1,0,80,10,26,0,0,0,0,0
4,3,1,1,1,1,2,0,0,0,0,0,80,0,15,0,0,0,0,0
4,3,1,1,1,1,2,0,0,0,1,0,81,1,34,0,0,0,0,0
4,3,1,1,1,1,2,0,0,0,0,0,81,2,16,0,0,0,0,0
4,3,1,1,1,1,2,0,0,0,1,0,82,3,33,0,0,0,0,0
4,3,1,1,1,1,2,0,0,0,0,0,82,4,19,0,0,0,0,0
4,3,1,1,1,1,2,0,0,0,1,0,83,5,35,0,0,0,0,0
4,3,1,1,1,1,2,0,0,0,0,0,83,6,16,0,0,0,0,0
4,3,1,1,1,1,2,0,0,0,1,0,84,7,33,0,0,0,0,0
4,3,1,1,1,1,2,0,0,0,0,1,84,8,2,0,0,0,0,0
4,3,1,1,1,1,2,0,0,0,1,0,85,9,37,0,0,0,0,0
4,3,1,1,1,1,2,0,0,0,0,0,85,10,12,0,0,0,0,0
4,3,1,1,1,1,2,0,0,0,1,0,86,11,36,0,0,0,0,0
4,3,1,1,1,1,2,0,0,0,0,0,86,12,14,0,0,0,0,0
4,3,1,1,1,1,2,0,0,0,1,0,87,13,43,0,0,0,0,0
4,3,1,1,1,1,2,0,0,0,0,0,87,14,8,0,0,0,0,0
4,3,1,1,1,1,2,0,0,0,1,0,88,15,43,0,0,0,0,0
4,3,1,1,1,1,2,0,0,0,0,0,88,16,10,0,0,0,0,0
4,3,1,1,1,1,2,0,0,0,1,0,89,17,45,0,0,0,0,0
4,3,1,1,1,1,2,0,0,0,0,0,89,18,11,0,0,0,0,0
4,3,1,1,1,1,2,0,0,0,1,0,90,0,40,0,0,0,0,0
4,3,1,1,1,1,2,0,0,0,0,0,90,1,11,0,0,0,0,0
4,3,1,1,1,1,2,0,0,0,1,0,91,2,48,0,0,0,0,0
4,3,1,1,1,1,2,0,0,0,0,0,91,3,11,0,0,0,0,0
4,3,1,1,1,1,2,0,0,0,1,0,92,4,47,0,0,0,0,0
4,3,1,1,1,1,2,0,0,0,0,0,92,5,10,0,0,0,0,0
4,3,1,1,1,1,2,0,0,0,1,0,93,6,45,0,0,0,0,0
4,3,1,1,1,1,2,0,0,0,0,0,93,7,13,0,0,0,0,0
4,3,1,1,1,1,2,0,0,0,1,0,94,8,40,0,0,0,0,0
4,3,1,1,1,1,2,0,0,0,0,0,94,9,10,0,0,0,0,0
3,3,1,1,1,1,2,0,0,0,1,0,95,0,35,0,0,0,0,0
3,3,1,1,1,1,2,0,0,0,0,0,95,1,15,0,0,0,0,0
2,3,1,1,1,1,2,0,0,0,1,0,96,0,34,0,0,0,0,0
2,3,1,1,1,1,2,0,0,0,0,0,96,1,12,0,0,0,0,0
2,3,1,1,1,1,2,0,0,0,1,0,97,2,37,0,0,0,0,0
2,3,1,1,1,1,2,0,0,0,0,0,97,3,14,0,0,0,0,0
2,3,1,1,1,1,2,0,0,0,1,0,98,4,29,0,0,0,0,0
2,3,1,1,1,1,2,0,0,0,0,0,98,5,12,0,0,0,0,0
2,3,1,1,1,1,2,0,0,0,1,0,99,6,29,0,0,0,0,0
2,3,1,1,1,1,2,0,0,0,0,0,99,7,15,0,0,0,0,0
2,3,1,1,1,1,2,0,0,0,1,0,100,8,32,0,0,0,0,0
2,3,1,1,1,1,2,0,0,0,0,0,100,9,20,0,0,0,0,0
2,3,1,1,1,1,2,0,0,0,1,0,101,10,35,0,0,0,0,0
2,3,1,1,1,1,2,0,0,0,0,0,101,11,17,0,0,0,0,0
2,3,1,1,1,1,2,0,0,0,1,0,102,12,34,0,0,0,0,0
2,2,1,1,1,1,2,0,0,0,0,0,102,0,21,0,0,0,0,0
2,2,1,1,1,1,2,0,0,0,1,0,103,1,32,0,0,0,0,0
2,1,1,1,1,1,2,0,0,0,0,0,103,0,21,0,0,0,0,0
2,1,1,1,1,1,2,0,0,0,1,0,104,1,39,0,0,0,0,0
2,1,1,1,1,1,2,0,0,0,0,0,104,2,20,0,0,0,0,0
2,1,1,1,1,1,2,0,0,0,1,0,105,0,39,0,0,0,0,0
2,1,1,1,1,1,2,0,0,0,0,0,105,1,21,0,0,0,0,0
2,1,1,1,1,1,2,0,0,0,1,0,106,2,50,0,0,0,0,0
2,1,1,1,1,1,2,0,0,0,0,0,106,3,15,0,0,0,0,0
1,1,1,1,1,1,2,0,0,0,1,1,107,0,6,0,0,0,0,0
1,1,1,1,1,1,2,0,0,0,0,0,107,1,17,0,0,0,0,0
1,1,1,1,1,1,2,0,0,0,1,0,108,2,38,0,0,0,0,0
1,1,1,0,1,1,2,0,0,0,0,0,108,0,9,0,0,0,0,0
1,1,1,0,1,1,2,0,0,0,1,0,109,1,43,0,0,0,0,0
1,1,1,0,1,1,2,0,0,0,0,0,109,2,8,0,0,0,0,0
1,1,1,0,1,1,2,0,0,0,1,0,110,3,40,0,0,0,0,0
1,1,1,0,1,1,2,0,0,0,0,0,110,4,14,0,0,0,0,0
1,1,1,0,1,1,2,0,0,0,1,0,111,5,44,0,0,0,0,0
1,1,1,0,1,1,2,0,0,0,0,0,111,6,13,0,0,0,0,0
1,1,1,0,1,1,2,0,0,0,1,0,112,7,35,0,0,0,0,0
1,1,1,0,1,1,2,0,0,0,0,0,112,8,15,0,0,0,0,0
1,1,1,0,1,1,2,0,0,0,1,1,113,9,8,0,0,0,0,0
1,1,1,0,1,1,2,0,0,0,0,0,113,10,10,0,0,0,0,0
1,1,1,0,1,1,2,0,0,0,1,0,114,11,31,0,0,0,0,0
1,1,1,0,1,1,2,0,0,0,0,0,114,12,10,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,1,1,115,0,7,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,0,0,115,1,14,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,1,0,116,2,31,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,0,0,116,0,14,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,1,0,117,1,29,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,0,1,117,2,3,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,1,0,118,3,28,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,0,0,118,4,11,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,1,0,119,5,28,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,0,0,119,6,11,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,1,0,120,0,26,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,0,0,120,1,11,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,1,0,121,2,28,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,0,0,121,3,13,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,1,0,122,4,29,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,0,1,122,5,5,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,1,0,123,6,30,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,0,0,123,7,13,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,1,0,124,8,29,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,0,0,124,9,16,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,1,0,125,10,29,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,0,1,125,11,5,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,1,0,126,12,32,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,0,0,126,13,7,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,1,0,127,14,32,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,0,0,127,15,14,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,1,0,128,16,30,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,0,0,128,17,15,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,1,0,129,18,30,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,0,0,129,19,15,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,1,0,130,20,26,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,0,0,130,21,17,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,1,0,131,22,28,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,0,0,131,23,15,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,1,0,132,24,28,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,0,1,132,25,5,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,1,0,133,26,24,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,0,0,133,27,14,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,1,0,134,28,25,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,0,0,134,29,15,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,1,0,135,30,24,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,0,0,135,31,18,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,1,0,136,32,27,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,0,0,136,33,16,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,1,0,137,34,27,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,0,0,137,35,12,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,1,0,138,36,28,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,0,0,138,37,12,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,1,0,139,38,23,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,0,0,139,39,13,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,1,0,140,40,24,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,0,0,140,41,13,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,1,0,141,42,25,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,0,0,141,43,15,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,1,0,142,44,26,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,0,0,142,45,15,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,1,0,143,46,27,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,0,0,143,47,13,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,1,0,144,48,24,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,0,1,144,49,8,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,1,0,145,50,30,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,0,1,145,51,5,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,1,0,146,52,26,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,0,0,146,53,11,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,1,0,147,0,27,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,0,0,147,0,11,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,1,0,148,1,22,0,0,0,0,0
1,1,1,0,1,1,1,0,0,0,0,0,148,2,14,0,0,0,0,0
0,1,1,0,1,1,1,0,0,0,1,0,149,0,27,0,0,0,0,0
0,1,1,0,1,0,1,0,0,0,0,0,149,0,5,0,0,0,0,0
0,1,1,0,1,0,1,0,0,0,1,0,150,1,32,0,0,0,0,0
0,1,1,0,1,0,1,0,0,0,0,0,150,2,4,0,0,0,0,0
0,1,1,0,1,0,1,0,0,0,1,0,151,3,34,0,0,0,0,0
0,1,1,0,1,0,1,0,0,0,0,0,151,4,5,0,0,0,0,0
0,1,1,0,1,0,1,0,0,0,1,0,152,5,36,0,0,0,0,0
0,1,1,0,1,0,1,0,0,0,0,0,152,6,6,0,0,0,0,0
0,1,1,0,1,0,1,0,0,0,1,0,153,7,33,0,0,0,0,0
0,1,1,0,1,0,1,0,0,0,0,0,153,8,6,0,0,0,0,0
0,1,1,0,1,0,1,0,0,0,1,0,154,9,33,0,0,0,0,0
0,1,1,0,1,0,1,0,0,0,0,1,154,10,3,0,0,0,0,0
0,1,1,0,1,0,1,0,0,0,1,0,155,11,31,0,0,0,0,0
0,1,1,0,1,0,1,0,0,0,0,0,155,12,2,0,0,0,0,0
0,1,1,0,1,0,1,0,0,0,1,1,156,0,2,0,0,0,0,0
0,1,1,0,1,0,1,0,0,0,0,0,156,1,6,0,0,0,0,0
0,0,1,0,1,1,1,0,0,0,1,0,157,0,31,0,0,0,0,0
0,0,1,0,1,1,1,0,0,0,0,0,157,1,7,0,0,0,0,0
0,0,1,0,0,1,1,0,0,0,1,0,158,0,24,0,0,0,0,0
0,0,1,0,0,1,1,0,0,0,0,0,158,1,16,0,0,0,0,1
0,0,1,0,0,1,1,0,0,0,1,0,159,2,20,0,0,0,0,0
0,0,1,0,0,1,1,0,0,0,0,0,159,3,12,0,0,0,0,0
0,0,1,0,0,1,1,0,0,0,1,0,160,4,20,0,0,0,0,0
0,0,1,0,0,1,1,0,0,0,0,0,160,5,10,0,0,0,0,0
0,0,1,0,0,1,1,0,0,0,1,0,161,6,21,0,0,0,0,0
0,0,1,0,0,1,1,0,0,0,0,0,161,7,13,0,0,0,0,0
0,0,1,0,0,1,1,0,0,0,1,0,162,8,19,0,0,0,0,0
0,0,1,0,0,1,1,0,0,0,0,0,162,9,17,0,0,0,0,0
0,0,1,0,0,1,1,0,0,0,1,0,163,10,19,0,0,0,0,0
0,0,1,0,0,1,1,0,0,0,0,0,163,11,12,0,0,0,0,1
0,0,1,0,0,1,1,0,0,0,1,0,164,12,22,0,0,0,0,0
0,0,1,0,0,1,1,0,0,0,0,0,164,13,14,0,0,0,0,0
0,0,1,0,0,1,1,0,0,0,1,0,165,14,24,0,0,0,0,0
0,0,1,0,0,1,1,0,0,0,0,0,165,15,10,0,0,0,0,1
0,0,1,0,0,1,1,0,0,0,1,0,166,16,24,0,0,0,0,0
0,0,1,0,0,1,1,0,0,0,0,0,166,17,11,0,0,0,0,1
0,0,1,0,0,1,1,0,0,0,1,0,167,18,25,0,0,0,0,0
0,0,1,0,0,1,1,0,0,0,0,0,167,19,10,0,0,0,0,0
0,0,1,0,0,1,1,0,0,0,1,0,168,20,24,0,0,0,0,0
0,0,1,0,0,1,1,0,0,0,0,0,168,21,11,0,0,0,0,1
0,0,1,0,0,1,1,0,0,0,1,0,169,22,24,0,0,0,0,0
0,0,1,0,0,1,1,0,0,0,0,0,169,23,14,0,0,0,0,1
0,0,1,0,0,1,1,0,0,0,1,0,170,24,23,0,0,0,0,0
0,0,1,0,0,1,1,0,0,0,0,0,170,25,19,0,0,0,0,1
0,0,1,0,0,1,1,0,0,0,1,0,171,26,18,0,0,0,0,0
0,0,1,0,0,1,1,0,0,0,0,0,171,27,17,0,0,0,0,0
0,0,1,0,0,1,1,0,0,0,1,0,172,28,18,0,0,0,0,0
0,0,1,0,0,1,1,0,0,0,0,0,172,29,14,0,0,0,0,0
